learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),randomNumber
1,4,0,0.238,0.877,0.163,0.955811
1,4,1,0.238,0.877,0.163,0.535217
1,4,2,0.238,0.877,0.163,0.812836
1,4,3,0.238,0.877,0.163,0.615692
2,8,0,0.201,0.881,0.16,0.16748
2,8,0,0.201,0.881,0.16,0.254242
2,8,0,0.201,0.881,0.16,0.7612
2,8,1,0.201,0.881,0.16,0.096008
2,8,1,0.201,0.881,0.16,0.727325
2,8,1,0.201,0.881,0.16,0.620514
2,8,2,0.201,0.881,0.16,0.948334
2,8,3,0.201,0.881,0.16,0.041626
2,8,3,0.201,0.881,0.16,0.773712
2,8,3,0.201,0.881,0.16,0.967438
2,8,4,0.201,0.881,0.16,0.617096
2,8,5,0.201,0.881,0.16,0.549744
2,8,6,0.201,0.881,0.16,0.466095
2,8,7,0.201,0.881,0.16,0.143433
2,8,7,0.201,0.881,0.16,0.626007
2,8,7,0.201,0.881,0.16,0.999268
3,10,0,0.215,0.875,0.15,0.96225
3,10,1,0.215,0.875,0.15,0.01416
3,10,1,0.215,0.875,0.15,0.647491
3,10,1,0.215,0.875,0.15,0.479584
3,10,2,0.215,0.875,0.15,0.714417
3,10,3,0.215,0.875,0.15,0.626587
3,10,4,0.215,0.875,0.15,0.058624
3,10,4,0.215,0.875,0.15,0.84259
3,10,4,0.215,0.875,0.15,0.657745
3,10,5,0.215,0.875,0.15,0.84906
3,10,6,0.215,0.875,0.15,0.946045
3,10,7,0.215,0.875,0.15,0.620789
3,10,8,0.215,0.875,0.15,0.973877
3,10,9,0.215,0.875,0.15,0.791962
4,13,0,0.229,0.865,0.154,0.774536
4,13,1,0.229,0.865,0.154,0.204803
4,13,1,0.229,0.865,0.154,0.845947
4,13,1,0.229,0.865,0.154,0.421265
4,13,2,0.229,0.865,0.154,0.855133
4,13,3,0.229,0.865,0.154,0.136108
4,13,3,0.229,0.865,0.154,0.085388
4,13,3,0.229,0.865,0.154,0.962585
4,13,4,0.229,0.865,0.154,0.448639
4,13,5,0.229,0.865,0.154,0.647552
4,13,6,0.229,0.865,0.154,0.933716
4,13,7,0.229,0.865,0.154,0.587311
4,13,8,0.229,0.865,0.154,0.206451
4,13,8,0.229,0.865,0.154,0.542023
4,13,8,0.229,0.865,0.154,0.658112
4,13,9,0.229,0.865,0.154,0.802673
4,13,10,0.229,0.865,0.154,0.458557
4,13,11,0.229,0.865,0.154,0.028809
4,13,11,0.229,0.865,0.154,0.020813
4,13,11,0.229,0.865,0.154,0.172455
4,13,12,0.229,0.865,0.154,0.814667
5,9,0,0.22,0.871,0.172,0.800995
5,9,1,0.22,0.871,0.172,0.392059
5,9,2,0.22,0.871,0.172,0.668762
5,9,3,0.22,0.871,0.172,0.939423
5,9,4,0.22,0.871,0.172,0.661072
5,9,5,0.22,0.871,0.172,0.270538
5,9,6,0.22,0.871,0.172,0.320526
5,9,7,0.22,0.871,0.172,0.182709
5,9,7,0.22,0.871,0.172,0.265808
5,9,7,0.22,0.871,0.172,0.058136
5,9,7,0.22,0.871,0.172,0.58194
5,9,8,0.22,0.871,0.172,0.875793
6,19,0,0.22,0.863,0.181,0.982666
6,19,1,0.22,0.863,0.181,0.204285
6,19,1,0.22,0.863,0.181,0.285309
6,19,1,0.22,0.863,0.181,0.839966
6,19,2,0.22,0.863,0.181,0.118164
6,19,2,0.22,0.863,0.181,0.08429
6,19,2,0.22,0.863,0.181,0.62558
6,19,3,0.22,0.863,0.181,0.130493
6,19,3,0.22,0.863,0.181,0.659332
6,19,3,0.22,0.863,0.181,0.209686
6,19,4,0.22,0.863,0.181,0.84082
6,19,5,0.22,0.863,0.181,0.488617
6,19,6,0.22,0.863,0.181,0.109985
6,19,6,0.22,0.863,0.181,0.293121
6,19,6,0.22,0.863,0.181,0.743408
6,19,7,0.22,0.863,0.181,0.248932
6,19,8,0.22,0.863,0.181,0.796234
6,19,9,0.22,0.863,0.181,0.798615
6,19,10,0.22,0.863,0.181,0.229004
6,19,11,0.22,0.863,0.181,0.516449
6,19,12,0.22,0.863,0.181,0.203796
6,19,12,0.22,0.863,0.181,0.529663
6,19,12,0.22,0.863,0.181,0.504211
6,19,13,0.22,0.863,0.181,0.631042
6,19,14,0.22,0.863,0.181,0.005493
6,19,14,0.22,0.863,0.181,0.353058
6,19,14,0.22,0.863,0.181,0.73999
6,19,15,0.22,0.863,0.181,0.740417
6,19,16,0.22,0.863,0.181,0.441193
6,19,17,0.22,0.863,0.181,0.890228
6,19,18,0.22,0.863,0.181,0.774384
7,8,0,0.209,0.866,0.153,0.156555
7,8,0,0.209,0.866,0.153,0.972382
7,8,1,0.209,0.866,0.153,0.263519
7,8,2,0.209,0.866,0.153,0.948151
7,8,3,0.209,0.866,0.153,0.611725
7,8,4,0.209,0.866,0.153,0.572205
7,8,5,0.209,0.866,0.153,0.949249
7,8,6,0.209,0.866,0.153,0.738159
7,8,7,0.209,0.866,0.153,0.885101
8,10,0,0.223,0.887,0.165,0.90097
8,10,1,0.223,0.887,0.165,0.7547
8,10,2,0.223,0.887,0.165,0.88501
8,10,3,0.223,0.887,0.165,0.385345
8,10,4,0.223,0.887,0.165,0.855072
8,10,5,0.223,0.887,0.165,0.827484
8,10,6,0.223,0.887,0.165,0.421844
8,10,7,0.223,0.887,0.165,0.804138
8,10,8,0.223,0.887,0.165,0.553101
8,10,9,0.223,0.887,0.165,0.708282
9,13,0,0.199,0.871,0.156,0.587585
9,13,1,0.199,0.871,0.156,0.586548
9,13,2,0.199,0.871,0.156,0.281769
9,13,3,0.199,0.871,0.156,0.174194
9,13,3,0.199,0.871,0.156,0.783417
9,13,3,0.199,0.871,0.156,0.016327
9,13,3,0.199,0.871,0.156,0.037903
9,13,4,0.199,0.871,0.156,0.101471
9,13,4,0.199,0.871,0.156,0.669098
9,13,4,0.199,0.871,0.156,0.687927
9,13,5,0.199,0.871,0.156,0.182587
9,13,5,0.199,0.871,0.156,0.033051
9,13,5,0.199,0.871,0.156,0.106934
9,13,6,0.199,0.871,0.156,0.187805
9,13,6,0.199,0.871,0.156,0.555054
9,13,6,0.199,0.871,0.156,0.995941
9,13,7,0.199,0.871,0.156,0.711212
9,13,8,0.199,0.871,0.156,0.149231
9,13,8,0.199,0.871,0.156,0.673492
9,13,8,0.199,0.871,0.156,0.747528
9,13,9,0.199,0.871,0.156,0.630432
9,13,10,0.199,0.871,0.156,0.680054
9,13,11,0.199,0.871,0.156,0.105469
9,13,11,0.199,0.871,0.156,0.866852
9,13,11,0.199,0.871,0.156,0.365479
