learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),rr,fr,sr,rating,ratingCode
1,4,0,0.238,0.877,0.163,0.664916992,N/A,N/A,N/A,No Recommendation Request
1,4,1,0.238,0.877,0.163,0.352325439,N/A,N/A,N/A,No Recommendation Request
1,4,2,0.238,0.877,0.163,0.758422852,N/A,N/A,N/A,No Recommendation Request
1,4,3,0.238,0.877,0.163,0.594848633,N/A,N/A,N/A,No Recommendation Request
2,8,0,0.201,0.881,0.16,0.548065186,N/A,N/A,N/A,No Recommendation Request
2,8,1,0.201,0.881,0.16,0.784515381,N/A,N/A,N/A,No Recommendation Request
2,8,2,0.201,0.881,0.16,0.190185547,0.525848389,0.984191895,N/A,No Rating Submission
2,8,3,0.201,0.881,0.16,0.510742188,N/A,N/A,N/A,No Recommendation Request
2,8,4,0.201,0.881,0.16,0.744140625,N/A,N/A,N/A,No Recommendation Request
2,8,5,0.201,0.881,0.16,0.371856689,N/A,N/A,N/A,No Recommendation Request
2,8,6,0.201,0.881,0.16,0.605499268,N/A,N/A,N/A,No Recommendation Request
2,8,7,0.201,0.881,0.16,0.553283691,N/A,N/A,N/A,No Recommendation Request
3,10,0,0.215,0.875,0.15,0.161193848,0.392150879,0.200378418,N/A,No Rating Submission
3,10,1,0.215,0.875,0.15,0.727142334,N/A,N/A,N/A,No Recommendation Request
3,10,2,0.215,0.875,0.15,0.308685303,N/A,N/A,N/A,No Recommendation Request
3,10,3,0.215,0.875,0.15,0.897857666,N/A,N/A,N/A,No Recommendation Request
3,10,4,0.215,0.875,0.15,0.976531982,N/A,N/A,N/A,No Recommendation Request
3,10,5,0.215,0.875,0.15,0.449188232,N/A,N/A,N/A,No Recommendation Request
3,10,6,0.215,0.875,0.15,0.477203369,N/A,N/A,N/A,No Recommendation Request
3,10,7,0.215,0.875,0.15,0.040100098,0.663513184,0.567962646,N/A,No Rating Submission
3,10,8,0.215,0.875,0.15,0.468048096,N/A,N/A,N/A,No Recommendation Request
