learnerID,sitesVisited,step,pr(rr),pr(fr),pr(sr),rr,fr,sr,rating,ratingCode
1,4,0,0.238,0.877,0.163,0.268371582,N/A,N/A,N/A,No Recommendation Request
1,4,1,0.238,0.877,0.163,0.440155029,N/A,N/A,N/A,No Recommendation Request
1,4,2,0.238,0.877,0.163,0.679870605,N/A,N/A,N/A,No Recommendation Request
1,4,3,0.238,0.877,0.163,0.083740234,0.117004395,0.810852051,N/A,No Rating Submission
2,8,0,0.201,0.881,0.16,0.769256592,N/A,N/A,N/A,No Recommendation Request
2,8,1,0.201,0.881,0.16,0.45211792,N/A,N/A,N/A,No Recommendation Request
2,8,2,0.201,0.881,0.16,0.231842041,N/A,N/A,N/A,No Recommendation Request
2,8,3,0.201,0.881,0.16,0.636291504,N/A,N/A,N/A,No Recommendation Request
2,8,4,0.201,0.881,0.16,0.159240723,0.260894775,0.713684082,N/A,No Rating Submission
2,8,5,0.201,0.881,0.16,0.15133667,0.546905518,0.879364014,N/A,No Rating Submission
2,8,6,0.201,0.881,0.16,0.44720459,N/A,N/A,N/A,No Recommendation Request
2,8,7,0.201,0.881,0.16,0.136047363,0.701141357,0.85559082,N/A,No Rating Submission
3,10,0,0.215,0.875,0.15,0.253173828,N/A,N/A,N/A,No Recommendation Request
3,10,1,0.215,0.875,0.15,0.240356445,N/A,N/A,N/A,No Recommendation Request
3,10,2,0.215,0.875,0.15,0.257202148,N/A,N/A,N/A,No Recommendation Request
3,10,3,0.215,0.875,0.15,0.271972656,N/A,N/A,N/A,No Recommendation Request
3,10,4,0.215,0.875,0.15,0.889953613,N/A,N/A,N/A,No Recommendation Request
3,10,5,0.215,0.875,0.15,0.296783447,N/A,N/A,N/A,No Recommendation Request
3,10,6,0.215,0.875,0.15,0.473999023,N/A,N/A,N/A,No Recommendation Request
3,10,7,0.215,0.875,0.15,0.441497803,N/A,N/A,N/A,No Recommendation Request
3,10,8,0.215,0.875,0.15,0.314025879,N/A,N/A,N/A,No Recommendation Request
3,10,9,0.215,0.875,0.15,0.184387207,0.145568848,0.531158447,N/A,No Rating Submission
4,13,0,0.229,0.865,0.154,0.360443115,N/A,N/A,N/A,No Recommendation Request
4,13,1,0.229,0.865,0.154,0.616088867,N/A,N/A,N/A,No Recommendation Request
4,13,2,0.229,0.865,0.154,0.150970459,0.256744385,0.600341797,N/A,No Rating Submission
4,13,3,0.229,0.865,0.154,0.437347412,N/A,N/A,N/A,No Recommendation Request
4,13,4,0.229,0.865,0.154,0.218414307,0.446136475,0.92388916,N/A,No Rating Submission
4,13,5,0.229,0.865,0.154,0.43536377,N/A,N/A,N/A,No Recommendation Request
4,13,6,0.229,0.865,0.154,0.687011719,N/A,N/A,N/A,No Recommendation Request
